3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
3.472074879246211481e+02	2.686020944188705180e+06
